"CITY & COUNTY RATES & CODES FOR SALES AND USE TAX"
"OKLAHOMA TAX COMMISSION"
"Tax Type","COPO Number","City/County","Current Rate","Effective Date","Expiration Date","Previous Rate","Effective Date","Expiration Date","Previous Rate","Effective Date","Expiration Date"
"STS","4805","KINGSTON","003.0000000%","12/01/80","00/00/00","002.0000000%","12/01/79","11/30/80","000.0000000%","00/00/00","11/30/79"
"STS","4806","LEBANON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","4807","MCMILLAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","4808","MADILL","003.0000000%","04/01/79","00/00/00","002.0000000%","09/01/74","03/31/79","000.0000000%","00/00/00","08/31/74"
"STS","4809","OAKLAND","002.0000000%","05/01/85","00/00/00","000.0000000%","00/00/00","04/30/85","000.0000000%","00/00/00","00/00/00"
"STS","4815","WILLIS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","4816","WOODVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","4888","MARSHALL COUNTY","001.5000000%","04/01/05","00/00/00","001.0000000%","10/01/92","03/31/05","000.5000000%","04/01/89","09/30/92"
"STS","4903","ADAIR","004.0000000%","07/01/06","00/00/00","003.0000000%","05/01/97","06/30/06","002.0000000%","01/01/79","04/30/97"
"STS","4904","CHOUTEAU","004.0000000%","07/01/07","00/00/00","003.0000000%","05/01/83","06/30/07","002.0000000%","12/01/77","04/30/83"
"STS","4905","LOCUST GROVE","004.0000000%","04/01/13","00/00/00","003.0000000%","12/01/12","03/31/13","004.0000000%","01/01/03","11/30/12"
"STS","4906","MAZIE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","4909","PRYOR","003.7500000%","07/01/02","00/00/00","003.0000000%","01/01/87","06/30/02","002.0000000%","05/01/76","12/31/86"
"STS","4913","ROSE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","4914","SALINA","004.0000000%","07/01/94","00/00/00","003.0000000%","11/01/80","06/30/94","001.0000000%","07/01/73","10/31/80"
"STS","4915","SPAVINAW","003.0000000%","04/01/80","00/00/00","001.0000000%","01/01/69","03/31/80","000.0000000%","00/00/00","12/31/68"
"STS","4916","STRANG","002.0000000%","06/01/83","00/00/00","000.0000000%","00/00/00","05/31/83","000.0000000%","00/00/00","00/00/00"
"STS","4919","DISNEY","003.8750000%","06/01/92","00/00/00","003.0000000%","06/01/83","05/31/92","002.0000000%","09/01/76","05/31/83"
"STS","4923","LANGLEY","003.0000000%","05/01/81","00/00/00","002.0000000%","12/01/77","04/30/81","000.0000000%","00/00/00","11/30/77"
"STS","4924","BOATMAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","4925","PENSACOLA","003.0000000%","12/01/86","00/00/00","002.0000000%","07/01/85","11/30/86","000.0000000%","00/00/00","06/30/85"
"STS","4926","SPORTSMEN ACRES","003.0000000%","09/01/82","00/00/00","002.0000000%","05/01/76","08/31/82","000.0000000%","00/00/00","04/30/76"
"STS","4988","MAYES COUNTY","001.3750000%","01/01/03","00/00/00","001.1250000%","12/01/97","12/31/02","000.6250000%","01/01/86","11/30/97"
"STS","5003","DAVIS - MURRAY COUNTY","003.0000000%","01/01/09","00/00/00","002.0000000%","02/01/98","12/31/08","003.0000000%","02/01/93","01/31/98"
"STS","5004","DOUGHERTY","002.0000000%","05/01/93","00/00/00","000.0000000%","00/00/00","04/30/93","000.0000000%","00/00/00","00/00/00"
"STS","5005","HICKORY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5007","SULPHUR","003.0000000%","07/01/83","00/00/00","002.0000000%","01/01/75","06/30/83","000.0000000%","00/00/00","12/31/74"
"STS","5088","MURRAY COUNTY","002.0000000%","01/01/97","00/00/00","001.0000000%","08/01/87","12/31/96","000.0000000%","00/00/00","07/31/87"
"STS","5103","BOYNTON","002.0000000%","07/01/81","00/00/00","001.0000000%","12/01/69","06/30/81","000.0000000%","00/00/00","11/30/69"
"STS","5104","BRAGGS","003.0000000%","06/01/89","00/00/00","002.0000000%","07/01/81","05/31/89","001.0000000%","06/01/79","06/30/81"
"STS","5105","BRIARTOWN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5106","COUNCIL HILL","002.0000000%","06/01/95","00/00/00","000.0000000%","00/00/00","05/31/95","000.0000000%","00/00/00","00/00/00"
"STS","5107","FORT GIBSON-MUSKOGEE COUNTY","004.5000000%","07/01/07","00/00/00","003.2500000%","12/01/92","06/30/07","002.0000000%","07/01/89","11/30/92"
"STS","5108","HASKELL","004.3500000%","04/01/07","00/00/00","003.0000000%","01/01/82","03/31/07","002.0000000%","01/01/79","12/31/81"
"STS","5110","KEEFTON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5111","MUSKOGEE","004.0000000%","10/01/09","00/00/00","003.5000000%","01/01/08","09/30/09","004.2500000%","10/01/04","12/31/07"
"STS","5113","OKTAHA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5114","PORUM","004.0000000%","05/01/95","00/00/00","003.0000000%","08/01/89","04/30/95","002.0000000%","10/01/81","07/31/89"
"STS","5115","SUMMIT","003.0000000%","03/01/83","00/00/00","000.0000000%","00/00/00","02/28/83","000.0000000%","00/00/00","00/00/00"
"STS","5116","TAFT","004.0000000%","11/01/95","00/00/00","002.0000000%","02/01/87","10/31/95","000.0000000%","00/00/00","01/31/87"
"STS","5117","WAINWRIGHT","004.0000000%","10/01/05","00/00/00","000.0000000%","07/01/05","09/30/05","004.0000000%","07/01/99","06/30/05"
"STS","5118","WARNER","004.0000000%","07/01/07","00/00/00","003.0000000%","01/01/94","06/30/07","002.0000000%","12/01/78","12/31/93"
"STS","5119","WEBBERS FALLS","003.5000000%","01/01/03","00/00/00","003.0000000%","12/01/92","12/31/02","002.0000000%","07/01/76","11/30/92"
"STS","5188","MUSKOGEE COUNTY","000.6500000%","01/01/08","00/00/00","000.1500000%","04/01/06","12/31/07","000.0000000%","06/01/98","03/31/06"
"STS","5203","BILLINGS","004.0000000%","04/01/06","00/00/00","003.0000000%","10/01/03","03/31/06","004.0000000%","10/01/98","09/30/03"
"STS","5206","LUCIEN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5207","MARLAND","003.0000000%","01/01/79","00/00/00","002.0000000%","07/01/74","12/31/78","000.0000000%","00/00/00","06/30/74"
"STS","5208","MORRISON","004.0000000%","01/01/08","00/00/00","003.0000000%","05/01/82","12/31/07","002.0000000%","09/01/76","04/30/82"
"STS","5209","PERRY","003.2500000%","01/01/08","00/00/00","002.7500000%","12/01/05","12/31/07","003.2500000%","07/01/00","11/30/05"
"STS","5213","RED ROCK","005.0000000%","10/01/99","00/00/00","002.0000000%","01/01/77","09/30/99","000.0000000%","00/00/00","12/31/76"
"STS","5214","SUMNER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5288","NOBLE COUNTY","001.5000000%","10/01/12","00/00/00","001.2500000%","01/01/06","09/30/12","000.5000000%","01/01/03","12/31/05"
"STS","5303","NEW ALLUWE","002.0000000%","11/01/93","00/00/00","001.0000000%","02/01/91","10/31/93","000.0000000%","00/00/00","01/31/91"
"STS","5305","DELAWARE","002.0000000%","03/01/92","00/00/00","000.0000000%","00/00/00","02/29/92","000.0000000%","00/00/00","00/00/00"
"STS","5307","LENAPAH","002.0000000%","01/01/85","00/00/00","000.0000000%","00/00/00","12/31/84","000.0000000%","00/00/00","00/00/00"
"STS","5308","NOWATA","003.0000000%","02/01/83","00/00/00","002.0000000%","10/01/79","01/31/83","001.0000000%","10/01/68","09/30/79"
"STS","5313","SOUTH COFFEYVILLE","002.0000000%","04/01/98","00/00/00","001.0000000%","10/01/74","03/31/98","000.0000000%","00/00/00","09/30/74"
"STS","5314","WANN","002.0000000%","06/01/87","00/00/00","000.0000000%","00/00/00","05/31/87","000.0000000%","00/00/00","00/00/00"
"STS","5388","NOWATA COUNTY","002.0000000%","07/01/08","00/00/00","001.0000000%","04/01/84","06/30/08","000.0000000%","00/00/00","03/31/84"
"STS","5403","BEARDEN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5404","BOLEY","003.0000000%","08/01/89","00/00/00","002.0000000%","07/01/81","07/31/89","001.0000000%","11/01/69","06/30/81"
"STS","5405","CASTLE","002.0000000%","01/01/12","00/00/00","000.0000000%","00/00/00","12/31/11","000.0000000%","00/00/00","00/00/00"
"STS","5406","CLEARVIEW","004.0000000%","10/01/97","00/00/00","000.0000000%","00/00/00","09/30/97","000.0000000%","00/00/00","00/00/00"
"STS","5407","MASON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5409","OKEMAH","003.5000000%","10/01/03","00/00/00","003.0000000%","10/01/83","09/30/03","001.0000000%","08/01/67","09/30/83"
"STS","5414","PADEN","003.0000000%","10/01/11","00/00/00","002.0000000%","07/01/78","09/30/11","001.0000000%","03/01/75","06/30/78"
"STS","5415","PHAROAH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5416","WELEETKA","004.0000000%","04/01/11","00/00/00","003.0000000%","05/01/85","03/31/11","002.0000000%","10/01/79","04/30/85"
"STS","5417","WELTY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5488","OKFUSKEE COUNTY","001.2500000%","03/01/93","00/00/00","000.0000000%","00/00/00","02/28/93","000.0000000%","00/00/00","00/00/00"
"STS","5503","ARCADIA","004.0000000%","09/01/89","00/00/00","000.0000000%","00/00/00","08/31/89","000.0000000%","00/00/00","00/00/00"
"STS","5504","BETHANY","004.0000000%","10/01/00","00/00/00","003.0000000%","09/01/90","09/30/00","002.0000000%","10/01/76","08/31/90"
"STS","5505","DEL CITY","003.5000000%","01/01/03","00/00/00","003.0000000%","02/01/88","12/31/02","002.0000000%","09/01/78","01/31/88"
"STS","5506","CHOCTAW","004.2500000%","04/01/11","00/00/00","004.0000000%","07/01/06","03/31/11","003.0000000%","01/01/06","06/30/06"
"STS","5507","EDMOND","003.7500000%","04/01/12","00/00/00","003.2500000%","01/01/01","03/31/12","002.8750000%","11/01/96","12/31/00"
"STS","5508","HARRAH","004.0000000%","10/01/98","00/00/00","003.0000000%","05/01/97","09/30/98","004.0000000%","05/01/96","04/30/97"
"STS","5509","JONES","004.0000000%","10/01/04","00/00/00","003.0000000%","01/01/84","09/30/04","002.0000000%","07/01/77","12/31/83"
"STS","5510","FOREST PARK","003.0000000%","06/01/91","00/00/00","002.0000000%","01/01/78","05/31/91","001.0000000%","01/01/71","12/31/77"
"STS","5511","LAKE ALUMA","002.7500000%","10/01/03","00/00/00","001.0000000%","03/01/72","09/30/03","000.0000000%","00/00/00","02/29/72"
"STS","5513","LUTHER","003.0000000%","08/01/81","00/00/00","002.0000000%","09/01/79","07/31/81","000.0000000%","00/00/00","08/31/79"
"STS","5514","NEWALLA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5515","NICOMA PARK","004.0000000%","12/01/96","00/00/00","003.0000000%","01/01/82","11/30/96","001.0000000%","12/01/68","12/31/81"
"STS","5516","NICHOLS HILLS","004.0000000%","05/01/93","00/00/00","003.0000000%","06/01/80","04/30/93","002.0000000%","08/01/75","05/31/80"
"STS","5521","OKLAHOMA CITY - OKLAHOMA COUNT","003.8750000%","04/01/03","00/00/00","003.3750000%","03/01/03","03/31/03","003.8750000%","01/01/02","02/28/03"
"STS","5522","MIDWEST CITY","003.8500000%","01/01/12","00/00/00","003.3000000%","10/01/04","12/31/11","003.0000000%","04/01/01","09/30/04"
"STS","5523","SPENCER","004.0000000%","10/01/94","00/00/00","003.0000000%","11/01/88","09/30/94","002.0000000%","11/01/75","10/31/88"
"STS","5524","WHEATLAND","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5526","VALLEY BROOK","003.0000000%","01/01/84","00/00/00","002.0000000%","02/01/79","12/31/83","001.0000000%","10/01/71","01/31/79"
"STS","5527","THE VILLAGE","004.0000000%","07/01/01","00/00/00","002.7500000%","07/01/94","06/30/01","003.2500000%","07/01/90","06/30/94"
"STS","5528","WARR ACRES","004.0000000%","04/01/08","00/00/00","003.0000000%","10/01/05","03/31/08","002.0000000%","02/01/79","09/30/05"
"STS","5535","WOODLAWN PARK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5588","OKLAHOMA COUNTY","000.0000000%","11/01/88","00/00/00","001.0000000%","11/01/87","10/31/88","000.0000000%","00/00/00","10/31/87"
"STS","5603","BEGGS","004.5000000%","04/01/03","00/00/00","003.5000000%","07/01/87","03/31/03","002.0000000%","02/01/76","06/30/87"
"STS","5606","DEWAR","004.0000000%","03/01/94","00/00/00","003.0000000%","11/01/83","02/28/94","001.0000000%","01/01/72","10/31/83"
"STS","5608","GRAYSON","004.0000000%","10/01/97","00/00/00","000.0000000%","00/00/00","09/30/97","000.0000000%","00/00/00","00/00/00"
"STS","5612","HENRYETTA","004.0000000%","10/01/04","00/00/00","003.0000000%","07/01/04","09/30/04","004.0000000%","05/01/87","06/30/04"
"STS","5613","HOFFMAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5615","MORRIS","004.0000000%","07/01/12","00/00/00","003.0000000%","06/01/82","06/30/12","002.0000000%","05/01/76","05/31/82"
"STS","5621","OKMULGEE","004.0000000%","07/01/01","00/00/00","003.5000000%","06/01/87","06/30/01","003.0000000%","09/01/81","05/31/87"
"STS","5623","PRESTON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5624","SCHULTER","000.5000000%","07/01/00","00/00/00","000.0000000%","00/00/00","06/30/00","000.0000000%","00/00/00","00/00/00"
"STS","5688","OKMULGEE COUNTY","001.2500000%","04/01/11","00/00/00","001.0000000%","04/01/05","03/31/11","000.5000000%","01/01/00","03/31/05"
"STS","5701","BARTLESVILLE - OSAGE COUNTY","003.0000000%","07/01/99","00/00/00","002.5000000%","04/01/99","06/30/99","003.0000000%","09/01/90","03/31/99"
"STS","5705","AVANT","002.0000000%","05/01/79","00/00/00","000.0000000%","00/00/00","04/30/79","000.0000000%","00/00/00","00/00/00"
"STS","5706","BARNSDALL","003.0000000%","06/01/86","00/00/00","002.0000000%","07/01/75","05/31/86","000.0000000%","00/00/00","06/30/75"
"STS","5707","BOWRING","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5708","BURBANK","002.0000000%","11/01/77","00/00/00","000.0000000%","00/00/00","10/31/77","000.0000000%","00/00/00","00/00/00"
"STS","5709","CARTER NINE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5715","FAIRFAX","003.0000000%","09/01/82","00/00/00","002.0000000%","02/01/76","08/31/82","001.0000000%","01/01/70","01/31/76"
"STS","5716","FORAKER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5717","GRAINOLA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5719","HOMINY","003.5000000%","01/01/97","00/00/00","003.0000000%","06/01/82","12/31/96","002.0000000%","05/01/74","05/31/82"
"STS","5722","SAND SPRINGS - OSAGE COUNTY","003.5000000%","06/01/93","00/00/00","003.0000000%","07/01/79","05/31/93","002.0000000%","09/01/71","06/30/79"
"STS","5727","OSAGE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5731","PAWHUSKA","003.0000000%","07/01/87","00/00/00","003.2500000%","01/01/87","06/30/87","003.0000000%","05/01/84","12/31/86"
"STS","5735","PRUE","003.0000000%","01/01/84","00/00/00","002.0000000%","01/01/74","12/31/83","000.0000000%","00/00/00","12/31/73"
"STS","5736","SHIDLER","002.0000000%","07/01/77","00/00/00","001.0000000%","09/01/71","06/30/77","000.0000000%","00/00/00","08/31/71"
"STS","5770","SKIATOOK - OSAGE COUNTY","003.0000000%","01/01/99","00/00/00","002.0000000%","01/01/84","12/31/98","001.0000000%","09/01/71","12/31/83"
"STS","5771","SPERRY-OSAGE CO.","003.0000000%","09/01/08","00/00/00","000.0000000%","00/00/00","08/31/08","000.0000000%","00/00/00","00/00/00"
"STS","5773","TALLANT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5774","WEBB CITY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5776","WYNONA","004.0000000%","04/01/02","00/00/00","003.0000000%","10/01/82","03/31/02","002.0000000%","05/01/79","09/30/82"
"STS","5781","TULSA - OSAGE COUNTY","003.1670000%","10/01/11","00/00/00","003.0000000%","01/01/81","09/30/11","002.0000000%","09/01/71","12/31/80"
"STS","5788","OSAGE COUNTY","001.2500000%","01/01/07","00/00/00","001.0000000%","07/01/94","12/31/06","000.0000000%","00/00/00","06/30/94"
"STS","5803","AFTON","003.0000000%","05/01/87","00/00/00","002.0000000%","06/01/80","04/30/87","001.0000000%","02/01/69","05/31/80"
"STS","5804","CARDIN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5805","COMMERCE","003.0000000%","08/01/90","00/00/00","002.0000000%","03/01/86","07/31/90","001.0000000%","08/01/69","02/28/86"
"STS","5806","DOUTHAT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5807","FAIRLAND","003.0000000%","12/01/85","00/00/00","002.0000000%","06/01/79","11/30/85","001.0000000%","07/01/69","05/31/79"
"STS","5808","HOCKERVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5811","MIAMI","003.6500000%","10/01/10","00/00/00","003.0000000%","12/01/85","09/30/10","002.0000000%","06/01/77","11/30/85"
"STS","5813","NORTH MIAMI","003.0000000%","11/01/85","00/00/00","002.0000000%","02/01/78","10/31/85","000.0000000%","00/00/00","01/31/78"
"STS","5815","PEORIA","001.0000000%","07/01/00","00/00/00","000.0000000%","00/00/00","06/30/00","000.0000000%","00/00/00","00/00/00"
"STS","5822","PICHER","005.0000000%","01/01/94","00/00/00","003.0000000%","02/01/86","12/31/93","002.0000000%","08/01/77","01/31/86"
"STS","5823","QUAPAW","003.0000000%","12/01/83","00/00/00","002.0000000%","12/01/79","11/30/83","001.0000000%","11/01/69","11/30/79"
"STS","5824","WYANDOTTE","003.0000000%","09/01/83","00/00/00","001.0000000%","11/01/69","08/31/83","000.0000000%","00/00/00","10/31/69"
"STS","5888","OTTAWA COUNTY","001.3500000%","07/01/06","00/00/00","001.1000000%","04/01/04","06/30/06","001.0000000%","01/01/99","03/31/04"
"STS","5903","BLACKBURN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5905","CLEVELAND","003.5000000%","07/01/95","00/00/00","003.0000000%","05/01/78","06/30/95","002.0000000%","03/01/75","04/30/78"
"STS","5906","HALLETT","004.5000000%","04/01/06","00/00/00","003.0000000%","09/01/91","03/31/06","002.0000000%","02/01/87","08/31/91"
"STS","5907","JENNINGS","003.0000000%","10/01/81","00/00/00","000.0000000%","00/00/00","09/30/81","000.0000000%","00/00/00","00/00/00"
"STS","5908","KEYSTONE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5909","MARAMEC","003.0000000%","11/01/91","00/00/00","000.0000000%","00/00/00","10/31/91","000.0000000%","00/00/00","00/00/00"
"STS","5912","LONE CHIMNEY","003.0000000%","07/01/02","00/00/00","000.0000000%","00/00/00","06/30/02","000.0000000%","00/00/00","00/00/00"
"STS","5913","PAWNEE","003.5000000%","01/01/11","00/00/00","003.0000000%","09/01/83","12/31/10","002.0000000%","12/01/75","08/31/83"
"STS","5919","MANNFORD - PAWNEE COUNTY","003.5000000%","01/01/06","00/00/00","000.0000000%","00/00/00","12/31/05","000.0000000%","00/00/00","00/00/00"
"STS","5963","RALSTON","003.0000000%","10/01/07","00/00/00","002.0000000%","05/01/77","09/30/07","001.0000000%","06/01/70","04/30/77"
"STS","5964","SKEDEE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","5965","TERLTON","002.0000000%","03/01/88","00/00/00","000.0000000%","00/00/00","02/29/88","000.0000000%","00/00/00","00/00/00"
"STS","5988","PAWNEE COUNTY","002.0000000%","01/01/10","00/00/00","001.0000000%","03/01/94","12/31/09","000.0000000%","00/00/00","02/28/94"
"STS","6002","CUSHING","004.0000000%","07/01/04","00/00/00","003.0000000%","07/01/79","06/30/04","002.0000000%","09/01/74","06/30/79"
"STS","6003","GLENCOE","004.0000000%","05/01/93","00/00/00","003.0000000%","08/01/81","04/30/93","001.0000000%","04/01/74","07/31/81"
"STS","6005","PERKINS","003.5000000%","07/01/13","00/00/00","003.0000000%","09/01/83","06/30/13","002.0000000%","11/01/75","08/31/83"
"STS","6014","DRUMRIGHT-PAYNE COUNTY","004.5000000%","07/01/06","00/00/00","004.0000000%","10/01/05","06/30/06","000.0000000%","00/00/00","09/30/05"
"STS","6019","ORLANDO - PAYNE COUNTY","004.0000000%","01/01/09","00/00/00","002.0000000%","12/01/02","12/31/08","000.0000000%","00/00/00","11/30/02"
"STS","6063","RIPLEY","003.0000000%","05/01/80","00/00/00","002.0000000%","05/01/78","04/30/80","000.0000000%","00/00/00","04/30/78"
"STS","6071","STILLWATER","003.5000000%","10/01/01","00/00/00","003.0000000%","07/01/79","09/30/01","002.0000000%","01/01/73","06/30/79"
"STS","6073","YALE","003.0000000%","07/01/83","00/00/00","002.0000000%","04/01/76","06/30/83","001.0000000%","04/01/71","03/31/76"
"STS","6088","PAYNE COUNTY","000.8130000%","04/01/13","00/00/00","000.7500000%","04/01/06","03/31/13","000.5000000%","04/01/00","03/31/06"
"STS","6103","ADAMSON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6104","ALDERSON","002.0000000%","11/01/85","00/00/00","000.0000000%","00/00/00","10/31/85","000.0000000%","00/00/00","00/00/00"
"STS","6105","ASHLAND","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6106","BACHE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6108","BLANCO","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6109","BLOCKER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6113","CANADIAN","004.5000000%","05/01/97","00/00/00","004.0000000%","02/01/92","04/30/97","003.0000000%","11/01/85","01/31/92"
"STS","6114","CROWDER","004.0000000%","08/01/90","00/00/00","002.0000000%","01/01/83","07/31/90","000.0000000%","00/00/00","12/31/82"
"STS","6115","DOW","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6116","FEATHERSTON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6117","HAILEYVILLE","003.0000000%","08/01/90","00/00/00","002.0000000%","05/01/77","07/31/90","001.0000000%","05/01/67","04/30/77"
"STS","6119","HARTSHORNE","003.2500000%","10/01/02","00/00/00","003.0000000%","08/01/80","09/30/02","002.0000000%","09/01/75","07/31/80"
"STS","6123","HAYWOOD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6124","INDIANOLA","003.0000000%","04/01/87","00/00/00","000.0000000%","00/00/00","03/31/87","000.0000000%","00/00/00","00/00/00"
"STS","6125","KIOWA","003.0000000%","03/01/84","00/00/00","002.0000000%","12/01/76","02/29/84","001.0000000%","11/01/67","11/30/76"
"STS","6126","KREBS","004.0000000%","10/01/98","00/00/00","003.0000000%","04/01/80","09/30/98","002.0000000%","07/01/71","03/31/80"
"STS","6131","MCALESTER","003.5000000%","11/01/08","00/00/00","003.7500000%","04/01/03","10/31/08","003.2500000%","10/01/98","03/31/03"
"STS","6133","PITTSBURG","003.0000000%","07/01/99","00/00/00","000.0000000%","00/00/00","06/30/99","000.0000000%","00/00/00","00/00/00"
"STS","6134","QUINTON","003.0000000%","11/01/87","00/00/00","002.0000000%","06/01/77","10/31/87","001.0000000%","08/01/67","05/31/77"
"STS","6135","SAVANNA","005.0000000%","10/01/09","00/00/00","003.0000000%","12/01/80","09/30/09","001.0000000%","10/01/68","11/30/80"
"STS","6136","SCIPIO","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6188","PITTSBURG COUNTY","001.0000000%","01/01/09","00/00/00","000.7500000%","01/01/06","12/31/08","000.0000000%","00/00/00","12/31/05"
"STS","6201","ADA","004.0000000%","05/01/98","00/00/00","003.0000000%","04/01/98","04/30/98","004.0000000%","04/01/93","03/31/98"
"STS","6210","ALLEN - PONTOTOC COUNTY","003.0000000%","07/01/91","00/00/00","002.0000000%","11/01/78","06/30/91","001.0000000%","07/01/69","10/31/78"
"STS","6212","BYNG","002.0000000%","08/01/78","00/00/00","000.0000000%","00/00/00","07/31/78","000.0000000%","00/00/00","00/00/00"
"STS","6214","FITTSTOWN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6215","FITZHUGH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STS","6216","FRANCIS","003.0000000%","05/01/91","00/00/00","002.0000000%","05/01/79","04/30/91","000.0000000%","00/00/00","04/30/79"
"STS","6223","ROFF","003.5000000%","04/01/09","00/00/00","003.0000000%","05/01/87","03/31/09","002.0000000%","06/01/78","04/30/87"
"STS","6224","STONEWALL","003.0000000%","05/01/89","00/00/00","002.0000000%","01/01/86","04/30/89","003.0000000%","02/01/84","12/31/85"
